pair	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	orf_name_1	gene_name_1	uniprot_ac_1	orf_name_2	gene_name_2	uniprot_ac_2	orf_name_a	orf_name_b
YKL095W_YMR213W	1	0	Structure	5gmk	1	F	0	100.0	41.4	2	116	-	c	0	54.9	98.1	9	587	-	P28320-Q03654-EXP-5gmk.pdb1-F-0-c-0.pdb	YKL095W	YJU2	P28320	YMR213W	CEF1	Q03654	YKL095W	YMR213W
YLL036C_YMR213W	1	0	Structure	6j6g	1	o	0	90.0	27.8	1	140	-	c	0	75.3	98.1	9	587	-	P32523-Q03654-EXP-6j6g.pdb1-o-0-c-0.pdb	YLL036C	PRP19	P32523	YMR213W	CEF1	Q03654	YLL036C	YMR213W
YHR165C_YMR213W	1	0	Structure	6j6g	1	A	0	97.7	81.2	127	2085	-	c	0	75.3	98.1	9	587	-	P33334-Q03654-EXP-6j6g.pdb1-A-0-c-0.pdb	YHR165C	PRP8	P33334	YMR213W	CEF1	Q03654	YHR165C	YMR213W
YBR065C_YMR213W	1	0	Structure	6j6g	1	Q	0	90.4	88.7	3	325	-	c	0	75.3	98.1	9	587	-	P38241-Q03654-EXP-6j6g.pdb1-Q-0-c-0.pdb	YBR065C	ECM2	P38241	YMR213W	CEF1	Q03654	YBR065C	YMR213W
YDR364C_YMR213W	1	0	Structure	6bk8	1	M	0	99.0	66.6	153	455	-	S	0	94.4	42.7	2	253	-	P40968-Q03654-EXP-6bk8.pdb1-M-0-S-0.pdb	YDR364C	CDC40	P40968	YMR213W	CEF1	Q03654	YDR364C	YMR213W
YGR129W_YMR213W	1	0	Structure	6j6g	1	I	0	85.0	55.8	92	211	-	c	0	75.3	98.1	9	587	-	P53277-Q03654-EXP-6j6g.pdb1-I-0-c-0.pdb	YGR129W	SYF2	P53277	YMR213W	CEF1	Q03654	YGR129W	YMR213W
YDL209C_YJR050W	1	0	Structure	5gmk	1	H	0	100.0	40.4	2	96	-	R	0	100.0	77.0	1	261	-	P21374-Q12046-EXP-5gmk.pdb1-H-0-R-0.pdb	YJR050W	ISY1	P21374	YDL209C	CWC2	Q12046	YDL209C	YJR050W
YCR063W_YDL209C	1	0	Structure	6j6g	1	T	0	100.0	100.0	1	157	-	R	0	100.0	77.0	1	261	-	P25337-Q12046-EXP-6j6g.pdb1-T-0-R-0.pdb	YCR063W	BUD31	P25337	YDL209C	CWC2	Q12046	YCR063W	YDL209C
YDL209C_YLL036C	1	0	Structure	5lj5	1	v	0	84.7	100.0	1	503	-	M	0	100.0	74.3	3	254	-	P32523-Q12046-EXP-5lj5.pdb1-v-0-M-0.pdb	YLL036C	PRP19	P32523	YDL209C	CWC2	Q12046	YDL209C	YLL036C
YDL209C_YHR165C	1	0	Structure	6j6g	1	A	0	97.7	81.2	127	2085	-	R	0	100.0	77.0	1	261	-	P33334-Q12046-EXP-6j6g.pdb1-A-0-R-0.pdb	YHR165C	PRP8	P33334	YDL209C	CWC2	Q12046	YDL209C	YHR165C
YBR065C_YDL209C	1	0	Structure	6j6g	1	Q	0	90.4	88.7	3	325	-	R	0	100.0	77.0	1	261	-	P38241-Q12046-EXP-6j6g.pdb1-Q-0-R-0.pdb	YBR065C	ECM2	P38241	YDL209C	CWC2	Q12046	YBR065C	YDL209C
YGL097W_YNL189W	1	0	Structure	5t94	1	A	0	96.1	96.9	16	482	-	B	0	100.0	77.9	88	509	-	P21827-Q02821-EXP-5t94.pdb1-A-0-B-0.pdb	YGL097W	SRM1	P21827	YNL189W	SRP1	Q02821	YGL097W	YNL189W
YLR335W_YNL189W	1	0	Structure	2c1t	2	D	0	86.7	6.2	2	46	-	B	0	99.8	78.0	88	510	-	P32499-Q02821-EXP-2c1t.pdb2-D-0-B-0.pdb	YLR335W	NUP2	P32499	YNL189W	SRP1	Q02821	YLR335W	YNL189W
YGL238W_YNL189W	1	0	Structure	1wa5	1	C	0	97.8	99.9	1	959	-	B	0	92.2	92.8	12	514	-	P33307-Q02821-EXP-1wa5.pdb1-C-0-B-0.pdb	YGL238W	CSE1	P33307	YNL189W	SRP1	Q02821	YGL238W	YNL189W
YNL189W_YPL020C	1	0	Structure	5h2x	1	B	0	100.0	3.1	154	172	-	A	0	98.8	78.0	88	510	-	Q02724-Q02821-EXP-5h2x.pdb1-B-0-A-0.pdb	YPL020C	ULP1	Q02724	YNL189W	SRP1	Q02821	YNL189W	YPL020C
YNL189W_YNL189W	1	0	Structure	1bk5	1	B	0	100.0	77.9	89	510	-	A	0	100.0	77.9	89	510	-	Q02821-Q02821-EXP-1bk5.pdb1-B-0-A-0.pdb	YNL189W	SRP1	Q02821	YNL189W	SRP1	Q02821	YNL189W	YNL189W
YNL262W_YPR175W	1	0	Structure	6hv8	1	A	0	84.7	41.1	1308	2221	-	B	0	79.0	75.3	170	688	-	P21951-P24482-EXP-6hv8.pdb1-A-0-B-0.pdb	YNL262W	POL2	P21951	YPR175W	DPB2	P24482	YNL262W	YPR175W
YEL032W_YPR175W	1	0	Structure	6hv9	1	3	0	84.7	57.3	19	574	-	B	0	79.0	75.3	170	688	-	P24279-P24482-EXP-6hv9.pdb1-3-0-B-0.pdb	YEL032W	MCM3	P24279	YPR175W	DPB2	P24482	YEL032W	YPR175W
YCL016C_YNL262W	1	0	Structure	5oki	1	A	0	89.7	22.2	31	524	-	G	0	98.4	99.7	2	380	-	P21951-P25559-EXP-5oki.pdb1-A-0-G-0.pdb	YNL262W	POL2	P21951	YCL016C	DCC1	P25559	YCL016C	YNL262W
YBL023C_YNL262W	1	0	Structure	6hv9	1	A	0	84.4	41.1	1308	2221	-	2	0	82.7	76.5	201	864	-	P21951-P29469-EXP-6hv9.pdb1-A-0-2-0.pdb	YNL262W	POL2	P21951	YBL023C	MCM2	P29469	YBL023C	YNL262W
YBL023C_YEL032W	1	0	Structure	6eyc	1	3	0	92.2	57.9	13	574	-	2	0	90.8	76.5	201	864	-	P24279-P29469-EXP-6eyc.pdb1-3-0-2-0.pdb	YEL032W	MCM3	P24279	YBL023C	MCM2	P29469	YBL023C	YEL032W
YLR274W_YNL262W	1	0	Structure	6hv9	1	A	0	84.4	41.1	1308	2221	-	5	0	83.4	97.2	23	775	-	P21951-P29496-EXP-6hv9.pdb1-A-0-5-0.pdb	YNL262W	POL2	P21951	YLR274W	MCM5	P29496	YLR274W	YNL262W
YEL032W_YLR274W	1	0	Structure	3jc6	1	3	0	85.9	32.2	18	330	-	5	0	79.4	41.3	21	340	-	P24279-P29496-EXP-3jc6.pdb1-3-0-5-0.pdb	YEL032W	MCM3	P24279	YLR274W	MCM5	P29496	YEL032W	YLR274W
YLR274W_YPR175W	1	0	Structure	6hv9	1	B	0	79.0	75.3	170	688	-	5	0	83.4	97.2	23	775	-	P24482-P29496-EXP-6hv9.pdb1-B-0-5-0.pdb	YPR175W	DPB2	P24482	YLR274W	MCM5	P29496	YLR274W	YPR175W
YBL023C_YLR274W	1	0	Structure	3jc6	1	2	0	92.7	30.0	201	460	-	5	0	79.4	41.3	21	340	-	P29469-P29496-EXP-3jc6.pdb1-2-0-5-0.pdb	YBL023C	MCM2	P29469	YLR274W	MCM5	P29496	YBL023C	YLR274W
YDL066W_YDL066W	1	0	Structure	2qfy	2	D	0	100.0	96.0	17	427	-	C	0	100.0	96.0	16	426	-	P21954-P21954-EXP-2qfy.pdb2-D-0-C-0.pdb	YDL066W	IDP1	P21954	YDL066W	IDP1	P21954	YDL066W	YDL066W
YMR033W_YOR290C	1	0	Structure	4i6m	1	C	0	98.6	4.1	592	660	-	B	0	84.5	99.6	3	467	-	P22082-Q05123-EXP-4i6m.pdb1-C-0-B-0.pdb	YOR290C	SNF2	P22082	YMR033W	ARP9	Q05123	YMR033W	YOR290C
YIL126W_YMR033W	1	0	Structure	6kw3	1	W	0	100.0	5.1	314	382	-	g	0	85.1	99.4	4	467	-	P32597-Q05123-EXP-6kw3.pdb1-W-0-g-0.pdb	YIL126W	STH1	P32597	YMR033W	ARP9	Q05123	YIL126W	YMR033W
YGR275W_YMR033W	1	0	Structure	4i6m	1	D	0	59.6	56.7	2	90	-	B	0	84.5	99.6	3	467	-	P53330-Q05123-EXP-4i6m.pdb1-D-0-B-0.pdb	YGR275W	RTT102	P53330	YMR033W	ARP9	Q05123	YGR275W	YMR033W
YMR033W_YMR033W	1	0	Structure	5tgc	3	E	0	84.1	99.6	3	467	-	B	0	84.9	99.6	2	466	-	Q05123-Q05123-EXP-5tgc.pdb3-E-0-B-0.pdb	YMR033W	ARP9	Q05123	YMR033W	ARP9	Q05123	YMR033W	YMR033W
YOR290C_YPR034W	1	0	Structure	4i6m	1	C	0	98.6	4.1	592	660	-	A	0	83.4	97.5	2	466	-	P22082-Q12406-EXP-4i6m.pdb1-C-0-A-0.pdb	YOR290C	SNF2	P22082	YPR034W	ARP7	Q12406	YOR290C	YPR034W
YIL126W_YPR034W	1	0	Structure	6kw3	1	W	0	100.0	5.1	314	382	-	f	0	85.6	97.5	2	466	-	P32597-Q12406-EXP-6kw3.pdb1-W-0-f-0.pdb	YIL126W	STH1	P32597	YPR034W	ARP7	Q12406	YIL126W	YPR034W
YGR275W_YPR034W	1	0	Structure	4i6m	1	D	0	59.6	56.7	2	90	-	A	0	83.4	97.5	2	466	-	P53330-Q12406-EXP-4i6m.pdb1-D-0-A-0.pdb	YGR275W	RTT102	P53330	YPR034W	ARP7	Q12406	YGR275W	YPR034W
YMR033W_YPR034W	1	0	Structure	4i6m	1	B	0	84.5	99.6	3	467	-	A	0	83.4	97.5	2	466	-	Q05123-Q12406-EXP-4i6m.pdb1-B-0-A-0.pdb	YMR033W	ARP9	Q05123	YPR034W	ARP7	Q12406	YMR033W	YPR034W
YDR530C_YDR530C	1	0	Structure	4i5t	3	B	1	96.5	97.2	1	316	-	A	0	94.2	100.0	1	325	-	P22108-P22108-EXP-4i5t.pdb3-B-1-A-0.pdb	YDR530C	APA2	P22108	YDR530C	APA2	P22108	YDR530C	YDR530C
YER012W_YER012W	1	0	Structure	1ryp	1	Y	0	100.0	100.0	1	198	-	K	0	100.0	100.0	1	198	-	P22141-P22141-EXP-1ryp.pdb1-Y-0-K-0.pdb	YER012W	PRE1	P22141	YER012W	PRE1	P22141	YER012W	YER012W
YER012W_YER094C	1	0	Structure	1ryp	1	Y	0	100.0	100.0	1	198	-	X	0	100.0	99.5	2	205	-	P22141-P25451-EXP-1ryp.pdb1-Y-0-X-0.pdb	YER012W	PRE1	P22141	YER094C	PUP3	P25451	YER012W	YER094C
YER094C_YGR135W	1	0	Structure	1ryp	1	Q	0	100.0	94.6	2	245	-	X	0	100.0	99.5	2	205	-	P23638-P25451-EXP-1ryp.pdb1-Q-0-X-0.pdb	YGR135W	PRE9	P23638	YER094C	PUP3	P25451	YER094C	YGR135W
YER094C_YML092C	1	0	Structure	1ryp	1	B	0	100.0	100.0	1	250	-	J	0	100.0	99.5	2	205	-	P23639-P25451-EXP-1ryp.pdb1-B-0-J-0.pdb	YML092C	PRE8	P23639	YER094C	PUP3	P25451	YER094C	YML092C
YBL041W_YER094C	1	0	Structure	1ryp	1	M	0	100.0	92.1	20	241	-	X	0	100.0	99.5	2	205	-	P23724-P25451-EXP-1ryp.pdb1-M-0-X-0.pdb	YBL041W	PRE7	P23724	YER094C	PUP3	P25451	YBL041W	YER094C
YER094C_YOR157C	1	0	Structure	1ryp	1	I	0	100.0	85.1	30	251	-	J	0	100.0	99.5	2	205	-	P25043-P25451-EXP-1ryp.pdb1-I-0-J-0.pdb	YOR157C	PUP1	P25043	YER094C	PUP3	P25451	YER094C	YOR157C
YER012W_YPR103W	1	0	Structure	1ryp	1	K	0	100.0	100.0	1	198	-	Z	0	99.5	73.9	76	287	-	P22141-P30656-EXP-1ryp.pdb1-K-0-Z-0.pdb	YER012W	PRE1	P22141	YPR103W	PRE2	P30656	YER012W	YPR103W
YBL041W_YPR103W	1	0	Structure	1ryp	1	1	0	100.0	92.1	20	241	-	Z	0	99.5	73.9	76	287	-	P23724-P30656-EXP-1ryp.pdb1-1-0-Z-0.pdb	YBL041W	PRE7	P23724	YPR103W	PRE2	P30656	YBL041W	YPR103W
YOR157C_YPR103W	1	0	Structure	6hwe	1	V	0	99.6	86.6	30	255	-	K	0	100.0	73.9	76	287	-	P25043-P30656-EXP-6hwe.pdb1-V-0-K-0.pdb	YOR157C	PUP1	P25043	YPR103W	PRE2	P30656	YOR157C	YPR103W
YER094C_YPR103W	1	0	Structure	1ryp	1	X	0	100.0	99.5	2	205	-	L	0	99.5	73.9	76	287	-	P25451-P30656-EXP-1ryp.pdb1-X-0-L-0.pdb	YER094C	PUP3	P25451	YPR103W	PRE2	P30656	YER094C	YPR103W
YER012W_YOL038W	1	0	Structure	1ryp	1	K	0	100.0	100.0	1	198	-	D	0	100.0	94.9	3	243	-	P22141-P40303-EXP-1ryp.pdb1-K-0-D-0.pdb	YER012W	PRE1	P22141	YOL038W	PRE6	P40303	YER012W	YOL038W
YGR135W_YOL038W	1	0	Structure	1ryp	1	Q	0	100.0	94.6	2	245	-	R	0	100.0	94.9	3	243	-	P23638-P40303-EXP-1ryp.pdb1-Q-0-R-0.pdb	YGR135W	PRE9	P23638	YOL038W	PRE6	P40303	YGR135W	YOL038W
YML092C_YOL038W	1	0	Structure	1ryp	1	B	0	100.0	100.0	1	250	-	D	0	100.0	94.9	3	243	-	P23639-P40303-EXP-1ryp.pdb1-B-0-D-0.pdb	YML092C	PRE8	P23639	YOL038W	PRE6	P40303	YML092C	YOL038W
YOL038W_YPR103W	1	0	Structure	1ryp	1	Z	0	99.5	73.9	76	287	-	R	0	100.0	94.9	3	243	-	P30656-P40303-EXP-1ryp.pdb1-Z-0-R-0.pdb	YPR103W	PRE2	P30656	YOL038W	PRE6	P40303	YOL038W	YPR103W
YGR253C_YOL038W	1	0	Structure	1ryp	1	E	0	100.0	93.1	9	250	-	D	0	100.0	94.9	3	243	-	P32379-P40303-EXP-1ryp.pdb1-E-0-D-0.pdb	YGR253C	PUP2	P32379	YOL038W	PRE6	P40303	YGR253C	YOL038W
YKL145W_YOL038W	1	0	Structure	5mp9	1	H	0	91.5	91.2	42	467	-	D	0	100.0	94.5	3	242	-	P33299-P40303-EXP-5mp9.pdb1-H-0-D-0.pdb	YKL145W	RPT1	P33299	YOL038W	PRE6	P40303	YKL145W	YOL038W
YKL080W_YOR332W	1	0	Structure	4efa	1	E	0	100.0	96.6	2	226	-	C	0	100.0	27.0	158	263	-	P22203-P31412-EXP-4efa.pdb1-E-0-C-0.pdb	YOR332W	VMA4	P22203	YKL080W	VMA5	P31412	YKL080W	YOR332W
YEL027W_YKL080W	1	0	Structure	3j9v	1	V	0	100.0	93.8	11	160	-	O	0	100.0	100.0	1	392	-	P25515-P31412-EXP-3j9v.pdb1-V-0-O-0.pdb	YEL027W	VMA3	P25515	YKL080W	VMA5	P31412	YEL027W	YKL080W
YOR332W_YPR036W	1	0	Structure	3j9t	1	K	0	100.0	93.1	8	224	-	P	0	96.4	100.0	1	478	-	P22203-P41807-EXP-3j9t.pdb1-K-0-P-0.pdb	YOR332W	VMA4	P22203	YPR036W	VMA13	P41807	YOR332W	YPR036W
YOR270C_YPR036W	1	0	Structure	5vox	1	b	0	77.7	97.1	14	829	-	P	0	96.7	100.0	1	478	-	P32563-P41807-EXP-5vox.pdb1-b-0-P-0.pdb	YOR270C	VPH1	P32563	YPR036W	VMA13	P41807	YOR270C	YPR036W
YMR054W_YPR036W	1	0	Structure	6o7v	1	a	0	76.2	78.3	175	871	-	P	0	96.4	100.0	1	478	-	P37296-P41807-EXP-6o7v.pdb1-a-0-P-0.pdb	YMR054W	STV1	P37296	YPR036W	VMA13	P41807	YMR054W	YPR036W
YHR039C-A_YOR332W	1	0	Structure	4efa	1	E	0	100.0	96.6	2	226	-	G	0	91.3	91.2	2	105	-	P22203-P48836-EXP-4efa.pdb1-E-0-G-0.pdb	YOR332W	VMA4	P22203	YHR039C-A	VMA10	P48836	YHR039C-A	YOR332W
YHR039C-A_YKL080W	1	0	Structure	4efa	1	C	0	100.0	27.0	158	263	-	G	0	91.3	91.2	2	105	-	P31412-P48836-EXP-4efa.pdb1-C-0-G-0.pdb	YKL080W	VMA5	P31412	YHR039C-A	VMA10	P48836	YHR039C-A	YKL080W
YHR039C-A_YOR270C	1	0	Structure	5vox	1	b	0	77.7	97.1	14	829	-	L	0	100.0	92.1	2	106	-	P32563-P48836-EXP-5vox.pdb1-b-0-L-0.pdb	YOR270C	VPH1	P32563	YHR039C-A	VMA10	P48836	YHR039C-A	YOR270C
YHR039C-A_YMR054W	1	0	Structure	6o7v	1	a	0	76.2	78.3	175	871	-	L	0	100.0	92.1	2	106	-	P37296-P48836-EXP-6o7v.pdb1-a-0-L-0.pdb	YMR054W	STV1	P37296	YHR039C-A	VMA10	P48836	YHR039C-A	YMR054W
YHR039C-A_YPR036W	1	0	Structure	3j9t	1	P	0	96.4	100.0	1	478	-	L	0	100.0	92.1	2	106	-	P41807-P48836-EXP-3j9t.pdb1-P-0-L-0.pdb	YPR036W	VMA13	P41807	YHR039C-A	VMA10	P48836	YHR039C-A	YPR036W
YGR092W_YIL106W	1	0	Structure	5ncn	1	B	0	100.0	13.3	97	172	-	A	0	98.3	56.1	137	312	-	P22204-P40484-EXP-5ncn.pdb1-B-0-A-0.pdb	YGR092W	DBF2	P22204	YIL106W	MOB1	P40484	YGR092W	YIL106W
YIL106W_YIL106W	1	0	Structure	2hjn	1	A	0	89.1	70.4	93	313	-	A	1	89.1	70.4	93	313	-	P40484-P40484-EXP-2hjn.pdb1-A-0-A-1.pdb	YIL106W	MOB1	P40484	YIL106W	MOB1	P40484	YIL106W	YIL106W
YDR189W_YDR189W	1	0	Structure	1mqs	2	A	0	88.5	98.0	10	662	-	A	1	88.5	98.0	10	662	-	P22213-P22213-EXP-1mqs.pdb2-A-0-A-1.pdb	YDR189W	SLY1	P22213	YDR189W	SLY1	P22213	YDR189W	YDR189W
YDR189W_YLR026C	1	0	Structure	1mqs	1	A	0	88.5	98.0	10	662	-	B	0	100.0	6.2	1	21	-	P22213-Q01590-EXP-1mqs.pdb1-A-0-B-0.pdb	YDR189W	SLY1	P22213	YLR026C	SED5	Q01590	YDR189W	YLR026C
YIL109C_YLR026C	1	0	Structure	1pd0	1	A	0	92.4	85.7	133	926	-	B	0	100.0	2.9	201	210	-	P40482-Q01590-EXP-1pd0.pdb1-A-0-B-0.pdb	YIL109C	SEC24	P40482	YLR026C	SED5	Q01590	YIL109C	YLR026C
YJL115W_YPL153C	1	0	Structure	2ygv	1	E	0	100.0	2.3	803	821	-	A	0	100.0	55.2	2	155	-	P22216-P32447-EXP-2ygv.pdb1-E-0-A-0.pdb	YPL153C	RAD53	P22216	YJL115W	ASF1	P32447	YJL115W	YPL153C
YJL115W_YJL115W	1	0	Structure	2hue	4	A	0	100.0	58.4	2	164	-	A	1	100.0	58.4	2	164	-	P32447-P32447-EXP-2hue.pdb4-A-0-A-1.pdb	YJL115W	ASF1	P32447	YJL115W	ASF1	P32447	YJL115W	YJL115W
YBL051C_YPL153C	1	0	Structure	2a0t	-	A	-	100.0	18.4	14	164	-	B	-	100.0	1.5	301	310	-	P22216-P34217-EXP-pdb2a0t.ent-A-0-B-0.pdb	YPL153C	RAD53	P22216	YBL051C	PIN4	P34217	YBL051C	YPL153C
YDL101C_YPL153C	1	0	Structure	2jql	-	B	-	100.0	1.2	3	12	-	A	-	100.0	27.5	19	159	-	P22216-P39009-EXP-pdb2jql.ent-B-0-A-0.pdb	YPL153C	RAD53	P22216	YDL101C	DUN1	P39009	YDL101C	YPL153C
YLR043C_YLR043C	1	0	Structure	3f3r	3	B	0	99.0	100.0	1	103	-	A	0	99.0	100.0	1	103	-	P22217-P22217-EXP-3f3r.pdb3-B-0-A-0.pdb	YLR043C	TRX1	P22217	YLR043C	TRX1	P22217	YLR043C	YLR043C
YBR097W_YLR240W	1	0	Structure	5dfz	1	B	0	84.7	99.4	10	1454	-	C	0	89.8	99.7	4	875	-	P22219-P22543-EXP-5dfz.pdb1-B-0-C-0.pdb	YBR097W	VPS15	P22219	YLR240W	VPS34	P22543	YBR097W	YLR240W
YBR097W_YPL120W	1	0	Structure	5dfz	1	B	0	84.7	99.4	10	1454	-	D	0	88.8	68.9	157	540	-	P22219-Q02948-EXP-5dfz.pdb1-B-0-D-0.pdb	YBR097W	VPS15	P22219	YPL120W	VPS30	Q02948	YBR097W	YPL120W
YPL120W_YPL120W	1	0	Structure	3vp7	2	A	0	75.8	39.3	320	538	-	A	1	75.8	39.3	320	538	-	Q02948-Q02948-EXP-3vp7.pdb2-A-0-A-1.pdb	YPL120W	VPS30	Q02948	YPL120W	VPS30	Q02948	YPL120W	YPL120W
YBR097W_YLR360W	1	0	Structure	5dfz	1	B	0	84.7	99.4	10	1454	-	A	0	82.1	95.2	20	437	-	P22219-Q05919-EXP-5dfz.pdb1-B-0-A-0.pdb	YBR097W	VPS15	P22219	YLR360W	VPS38	Q05919	YBR097W	YLR360W
YLR360W_YPL120W	1	0	Structure	5dfz	1	D	0	88.8	68.9	157	540	-	A	0	82.1	95.2	20	437	-	Q02948-Q05919-EXP-5dfz.pdb1-D-0-A-0.pdb	YPL120W	VPS30	Q02948	YLR360W	VPS38	Q05919	YLR360W	YPL120W
YGL233W_YPR055W	1	0	Structure	5yfp	1	F	0	85.4	93.3	42	890	-	D	0	91.4	98.0	22	1065	-	P22224-P32855-EXP-5yfp.pdb1-F-0-D-0.pdb	YGL233W	SEC15	P22224	YPR055W	SEC8	P32855	YGL233W	YPR055W
YIL068C_YPR055W	1	0	Structure	5yfp	1	C	0	98.6	100.0	1	805	-	D	0	91.4	98.0	22	1065	-	P32844-P32855-EXP-5yfp.pdb1-C-0-D-0.pdb	YIL068C	SEC6	P32844	YPR055W	SEC8	P32855	YIL068C	YPR055W
YGL233W_YLR166C	1	0	Structure	5yfp	1	F	0	85.4	93.3	42	890	-	E	0	89.7	99.3	3	867	-	P22224-Q06245-EXP-5yfp.pdb1-F-0-E-0.pdb	YGL233W	SEC15	P22224	YLR166C	SEC10	Q06245	YGL233W	YLR166C
YLR166C_YPR055W	1	0	Structure	5yfp	1	D	0	91.4	98.0	22	1065	-	E	0	89.7	99.3	3	867	-	P32855-Q06245-EXP-5yfp.pdb1-D-0-E-0.pdb	YPR055W	SEC8	P32855	YLR166C	SEC10	Q06245	YLR166C	YPR055W
YBR102C_YLR166C	1	0	Structure	5yfp	1	H	0	88.5	77.7	169	753	-	E	0	89.7	99.3	3	867	-	P38261-Q06245-EXP-5yfp.pdb1-H-0-E-0.pdb	YBR102C	EXO84	P38261	YLR166C	SEC10	Q06245	YBR102C	YLR166C
YDL150W_YOR207C	1	0	Structure	6tut	1	B	0	98.7	96.8	38	1149	-	N	0	83.9	35.3	274	422	-	P22276-P25441-EXP-6tut.pdb1-B-0-N-0.pdb	YOR207C	RET1	P22276	YDL150W	RPC53	P25441	YDL150W	YOR207C
YKR025W_YOR207C	1	0	Structure	6tut	1	B	0	98.7	96.8	38	1149	-	M	0	84.7	69.5	69	264	-	P22276-P36121-EXP-6tut.pdb1-B-0-M-0.pdb	YOR207C	RET1	P22276	YKR025W	RPC37	P36121	YKR025W	YOR207C
YDL150W_YKR025W	1	0	Structure	6tut	1	N	0	83.9	35.3	274	422	-	M	0	84.7	69.5	69	264	-	P25441-P36121-EXP-6tut.pdb1-N-0-M-0.pdb	YDL150W	RPC53	P25441	YKR025W	RPC37	P36121	YDL150W	YKR025W
YKR025W_YNR003C	1	0	Structure	6f40	1	P	0	80.4	96.5	11	316	-	M	0	95.3	68.1	71	262	-	P32910-P36121-EXP-6f40.pdb1-P-0-M-0.pdb	YNR003C	RPC34	P32910	YKR025W	RPC37	P36121	YKR025W	YNR003C
YAR007C_YNL312W	1	0	Structure	6i52	1	C	0	100.0	28.7	442	619	-	B	0	87.4	55.3	32	182	-	P22336-P26754-EXP-6i52.pdb1-C-0-B-0.pdb	YAR007C	RFA1	P22336	YNL312W	RFA2	P26754	YAR007C	YNL312W
YAR007C_YJL173C	1	0	Structure	6i52	1	C	0	100.0	28.7	442	619	-	A	0	100.0	100.0	1	122	-	P22336-P26755-EXP-6i52.pdb1-C-0-A-0.pdb	YAR007C	RFA1	P22336	YJL173C	RFA3	P26755	YAR007C	YJL173C
YJL173C_YNL312W	1	0	Structure	6i52	1	B	0	87.4	55.3	32	182	-	A	0	100.0	100.0	1	122	-	P26754-P26755-EXP-6i52.pdb1-B-0-A-0.pdb	YNL312W	RFA2	P26754	YJL173C	RFA3	P26755	YJL173C	YNL312W
YGL248W_YGL248W	1	0	Structure	4ojv	1	A	0	98.4	100.0	1	369	-	A	1	98.4	100.0	1	369	-	P22434-P22434-EXP-4ojv.pdb1-A-0-A-1.pdb	YGL248W	PDE1	P22434	YGL248W	PDE1	P22434	YGL248W	YGL248W
YGR209C_YLR109W	1	0	Structure	4dss	1	B	0	99.0	100.0	1	104	-	A	0	99.4	98.9	3	176	-	P22803-P38013-EXP-4dss.pdb1-B-0-A-0.pdb	YGR209C	TRX2	P22803	YLR109W	AHP1	P38013	YGR209C	YLR109W
YLR109W_YLR109W	1	0	Structure	4h86	1	A	0	100.0	100.0	1	176	-	A	1	100.0	100.0	1	176	-	P38013-P38013-EXP-4h86.pdb1-A-0-A-1.pdb	YLR109W	AHP1	P38013	YLR109W	AHP1	P38013	YLR109W	YLR109W
YER042W_YGR209C	1	0	Structure	3pin	1	A	0	99.0	100.0	1	104	-	B	0	75.1	98.4	3	183	-	P22803-P40029-EXP-3pin.pdb1-A-0-B-0.pdb	YGR209C	TRX2	P22803	YER042W	MXR1	P40029	YER042W	YGR209C
YER042W_YER042W	1	0	Structure	3pim	1	B	0	94.5	99.5	2	184	-	A	0	92.3	99.5	2	184	-	P40029-P40029-EXP-3pim.pdb1-B-0-A-0.pdb	YER042W	MXR1	P40029	YER042W	MXR1	P40029	YER042W	YER042W
YGL156W_YGL156W	1	0	Structure	5jm0	1	A	0	89.2	95.9	45	1083	-	A	1	89.2	95.9	45	1083	-	P22855-P22855-EXP-5jm0.pdb1-A-0-A-1.pdb	YGL156W	AMS1	P22855	YGL156W	AMS1	P22855	YGL156W	YGL156W
YNL229C_YNL229C	1	0	Structure	1k0d	2	D	0	92.9	72.0	99	353	-	C	0	93.7	72.0	100	354	-	P23202-P23202-EXP-1k0d.pdb2-D-0-C-0.pdb	YNL229C	URE2	P23202	YNL229C	URE2	P23202	YNL229C	YNL229C
YPR074C_YPR074C	1	0	Structure	1gpu	1	B	0	100.0	99.7	3	680	-	A	0	100.0	99.7	3	680	-	P23254-P23254-EXP-1gpu.pdb1-B-0-A-0.pdb	YPR074C	TKL1	P23254	YPR074C	TKL1	P23254	YPR074C	YPR074C
YEL034W_YGL016W	1	0	Structure	6q84	1	C	0	100.0	87.3	17	153	-	A	0	94.9	99.4	3	1076	-	P23301-P32767-EXP-6q84.pdb1-C-0-A-0.pdb	YEL034W	HYP2	P23301	YGL016W	KAP122	P32767	YEL034W	YGL016W
YDR243C_YDR243C	1	0	Structure	4w7s	1	B	0	97.1	76.4	135	583	-	A	0	97.6	77.2	135	588	-	P23394-P23394-EXP-4w7s.pdb1-B-0-A-0.pdb	YDR243C	PRP28	P23394	YDR243C	PRP28	P23394	YDR243C	YDR243C
